"","species","brood_year","release_location_code","hatchery_location_code","first_release_date_month","jday","avg_weight","release_stage_assigned","fate","event_released","number_cwt_estimated","sar","tags_lost"
"107","1",1990,"3F42001^^270168^R","3F42001^^270168^H",3,72,50,"smolt","hatchery",104992,136.05,0.0012958130143249,104855.95
"108","1",2000,"3F42001^^270168^R01","3F42001^^270168^H",3,79,50,"smolt","hatchery",505026,707.39,0.00140070016197186,504318.61
"109","1",1989,"3F42001^^270168^R","3F42001^^270168^H",3,84,50,"smolt","hatchery",276620,72.16,0.000260863278143301,276547.84
"110","1",1988,"3F42001^^270168^R","3F42001^^270168^H",4,96,50,"smolt","hatchery",341670,247.11,0.000723241724470981,341422.89
"111","1",2010,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","hatchery",1324338,167.57,0.000126531142351877,1324170.43
"112","1",2011,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","hatchery",406749,143.22,0.000352109040218907,406605.78
"113","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","hatchery",100772,69.14,0.000686103282657881,100702.86
"114","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","hatchery",232640,38.44,0.000165233837689133,232601.56
"115","1",2017,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","hatchery",225026,118.61,0.00052709464684081,224907.39
"116","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","hatchery",134570,174.06,0.00129345322137178,134395.94
"117","1",2020,"3F42001^^270168^R01","3F42001^^270168^H",2,33,60,"smolt","hatchery",190668,89.09,0.0004672519772589,190578.91
"118","1",2012,"3F42001^^270168^R01","3F42001^^270168^H",2,34,60,"smolt","hatchery",89233,4.01,4.49385317091211e-05,89228.99
"119","1",2022,"3F42001^^270168^R01","3F42001^^270168^H",2,36,60,"smolt","hatchery",156808,5,3.18861282587623e-05,156803
"120","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,60,"smolt","hatchery",311516,366.76,0.00117733920569088,311149.24
"121","1",1993,"3F42001^^270168^R01","3F42001^^270168^H",2,43,60,"smolt","hatchery",44793,33.42,0.000746098720782265,44759.58
"122","1",2002,"3F42001^^270168^R01","3F42001^^270168^H",2,46,60,"smolt","hatchery",994457,1908.95,0.00191959028897177,992548.05
"123","1",2008,"3F42001^^270168^R01","3F42001^^270168^H",2,50,60,"smolt","hatchery",818076,522.48,0.000638669267891981,817553.52
"124","1",1991,"3F42001^^270168^R","3F42001^^270168^H",2,56,60,"smolt","hatchery",86324,18.04,0.000208980121403086,86305.96
"125","1",1995,"3F42001^^270168^R01","3F42001^^270168^H",3,60,60,"smolt","hatchery",99960,29.19,0.000292016806722689,99930.81
"126","1",2003,"3F42001^^270168^R01","3F42001^^270168^H",3,60,60,"smolt","hatchery",720176,535.36,0.000743373841949746,719640.64
"127","1",1992,"3F42001^^270168^R","3F42001^^270168^H",3,63,60,"smolt","hatchery",293204,231.34,0.000789006971255508,292972.66
"128","1",2001,"3F42001^^270168^R01","3F42001^^270168^H",3,65,60,"smolt","hatchery",741178,490.21,0.000661393079665074,740687.79
"129","1",2006,"3F42001^^270168^R01","3F42001^^270168^H",3,77,60,"smolt","hatchery",712215,675.5,0.000948449555260701,711539.5
"130","1",2005,"3F42001^^270168^R01","3F42001^^270168^H",3,78,60,"smolt","hatchery",461020,217.84,0.000472517461281506,460802.16
"131","1",2004,"3F42001^^270168^R01","3F42001^^270168^H",3,79,60,"smolt","hatchery",564906,223.19,0.000395092280839644,564682.81
"132","1",1990,"3F42001^^270168^R","3F42001^^270168^H",3,82,60,"smolt","hatchery",100322,37.55,0.000374294770837902,100284.45
"133","1",1997,"3F42001^^270168^R01","3F42001^^270168^H",3,74,70,"smolt","hatchery",1571602,346.7,0.000220602926186146,1571255.3
"134","1",1994,"3F42001^^270168^R","3F42001^^270168^H",3,82,70,"smolt","hatchery",38329,24.14,0.000629810326384722,38304.86
"135","1",1994,"3F42001^^270168^R","3F42001^^270168^H",2,39,80,"smolt","hatchery",367764,145.88,0.000396667428024494,367618.12
"136","1",1993,"3F42001^^270168^R01","3F42001^^270168^H",2,43,90,"smolt","hatchery",99604,61.88,0.000621260190353801,99542.12
"137","1",1998,"3F42001^^270168^R01","3F42001^^270168^H",2,53,90,"smolt","hatchery",441582,395.65,0.000895983079020431,441186.35
"138","1",1999,"3F42001^^270168^R01","3F42001^^270168^H",2,53,90,"smolt","hatchery",845853,1007.64,0.00119127082365376,844845.36
"139","1",1995,"3F42001^^270168^R01","3F42001^^270168^H",3,60,90,"smolt","hatchery",194340,21.11,0.000108624060924154,194318.89
"140","1",1998,"3F42001^^270168^R01","3F42001^^270168^H",3,81,90,"smolt","hatchery",289724,634.27,0.0021892214659469,289089.73
"141","1",1996,"3F42001^^270168^R","3F42001^^270168^H",3,81,120,"smolt","hatchery",360714,193.69,0.000536962801554694,360520.31
"142","1",2018,"3F42001^^270168^R","3F42001^^270430^H",6,154,5,"fry_parr","spawngr",50383,6.97,0.000138340313200881,50376.03
"143","1",2020,"3F42001^^270168^R","3F42001^^270430^H",6,152,10,"fry_parr","spawngr",45014,16.7,0.000370995690229706,44997.3
"144","1",2019,"3F42001^^270168^R","3F42001^^270430^H",6,153,10,"fry_parr","spawngr",101649,7.3,7.18157581481372e-05,101641.7
"145","1",1973,"3F42001^^270168^R","3F42001^^270430^H",9,267,20,"smolt","spawngr",28006,0,0,28006
"146","1",1972,"3F42001^^270168^R","3F42001^^270430^H",9,269,20,"smolt","spawngr",83520,66.76,0.000799329501915709,83453.24
"147","1",2015,"3F42001^^270168^R01","3F42001^^270430^H",10,279,30,"smolt","spawngr",94075,22.33,0.000237363805474356,94052.67
"148","1",2012,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","spawngr",44430,4.71,0.000106009453072248,44425.29
"149","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","spawngr",47259,15.91,0.000336655451871601,47243.09
"150","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","spawngr",69963,12.9,0.000184383173963381,69950.1
"151","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","spawngr",35585,42.18,0.00118533089785022,35542.82
"152","1",1997,"3F42001^^270168^R01","3F42001^^270168^H",4,95,40,"smolt","spawngr",911400,170.47,0.000187041913539609,911229.53
"153","1",1990,"3F42001^^270168^R","3F42001^^270430^H",4,105,40,"smolt","spawngr",51147,4.36,8.52444913680177e-05,51142.64
"154","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",8,215,40,"smolt","spawngr",145964,58.02,0.000397495272806993,145905.98
"155","1",2020,"3F42001^^270168^R","3F42001^^270168^H",10,274,40,"smolt","spawngr",38327,1.84,4.80079317452449e-05,38325.16
"156","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",10,274,40,"smolt","spawngr",66190,25.83,0.000390240217555522,66164.17
"157","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","spawngr",294492,151.27,0.000513664208195808,294340.73
"158","1",2017,"3F42001^^270168^R01","3F42001^^270168^H",10,290,40,"smolt","spawngr",37733,8.68,0.000230037367821271,37724.32
"159","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",10,295,40,"smolt","spawngr",37210,10.94,0.000294006987368987,37199.06
"160","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,50,"smolt","spawngr",34339,10.94,0.000318588194181543,34328.06
"161","1",2007,"3F42001^^270168^R01","3F42001^^270168^H",2,48,50,"smolt","spawngr",143124,0,0,143124
"162","1",2009,"3F42001^^270168^R01","3F42001^^270168^H",3,60,50,"smolt","spawngr",145447,17.12,0.000117706106004249,145429.88
"163","1",1990,"3F42001^^270168^R","3F42001^^270168^H",3,72,50,"smolt","spawngr",52496,17.44,0.000332215787869552,52478.56
"164","1",1989,"3F42001^^270168^R","3F42001^^270168^H",3,84,50,"smolt","spawngr",414930,100.26,0.000241631118501916,414829.74
"165","1",1988,"3F42001^^270168^R","3F42001^^270168^H",4,96,50,"smolt","spawngr",227780,286.37,0.00125722188076214,227493.63
"166","1",2010,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","spawngr",229502,51.36,0.000223788899443142,229450.64
"167","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","spawngr",58276,8.35,0.000143283684535658,58267.65
"168","1",2020,"3F42001^^270168^R01","3F42001^^270168^H",2,33,60,"smolt","spawngr",31832,7.43,0.000233412917818547,31824.57
"169","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,60,"smolt","spawngr",68030,41.01,0.000602822284286344,67988.99
"170","1",1993,"3F42001^^270168^R01","3F42001^^270168^H",2,43,60,"smolt","spawngr",44793,7.67,0.000171232112160382,44785.33
"171","1",2002,"3F42001^^270168^R01","3F42001^^270168^H",2,46,60,"smolt","spawngr",284490,61.8,0.000217230834124222,284428.2
"172","1",2008,"3F42001^^270168^R01","3F42001^^270168^H",2,50,60,"smolt","spawngr",272692,8,2.93371276018365e-05,272684
"173","1",1995,"3F42001^^270168^R01","3F42001^^270168^H",3,60,60,"smolt","spawngr",49980,7.65,0.000153061224489796,49972.35
"174","1",2003,"3F42001^^270168^R01","3F42001^^270168^H",3,60,60,"smolt","spawngr",146410,1.62,1.10648179769141e-05,146408.38
"175","1",1992,"3F42001^^270168^R","3F42001^^270168^H",3,63,60,"smolt","spawngr",146602,39.72,0.00027093764068703,146562.28
"176","1",2001,"3F42001^^270168^R01","3F42001^^270168^H",3,65,60,"smolt","spawngr",148542,12.28,8.26702212168949e-05,148529.72
"177","1",2005,"3F42001^^270168^R01","3F42001^^270168^H",3,78,60,"smolt","spawngr",461020,54.63,0.000118498112880135,460965.37
"178","1",1990,"3F42001^^270168^R","3F42001^^270168^H",3,82,60,"smolt","spawngr",50161,8.72,0.000173840234445087,50152.28
"179","1",1997,"3F42001^^270168^R01","3F42001^^270168^H",3,74,70,"smolt","spawngr",831547,90.3,0.000108592779482098,831456.7
"180","1",1994,"3F42001^^270168^R","3F42001^^270168^H",3,82,70,"smolt","spawngr",38329,7.65,0.000199587779488116,38321.35
"181","1",1994,"3F42001^^270168^R","3F42001^^270168^H",2,39,80,"smolt","spawngr",91941,38.25,0.000416027669918752,91902.75
"182","1",1993,"3F42001^^270168^R01","3F42001^^270168^H",2,43,90,"smolt","spawngr",99604,7.67,7.70049395606602e-05,99596.33
"183","1",1998,"3F42001^^270168^R01","3F42001^^270168^H",2,53,90,"smolt","spawngr",441582,125.12,0.00028334488271714,441456.88
"184","1",1999,"3F42001^^270168^R01","3F42001^^270168^H",2,53,90,"smolt","spawngr",984177,149.36,0.000151761319356173,984027.64
"185","1",1998,"3F42001^^270168^R01","3F42001^^270168^H",3,81,90,"smolt","spawngr",289724,232.62,0.000802902072317102,289491.38
"186","1",1996,"3F42001^^270168^R","3F42001^^270168^H",3,81,120,"smolt","spawngr",120238,60.13,0.000500091485220978,120177.87
