"","species","brood_year","release_location_code","hatchery_location_code","first_release_date_month","jday","avg_weight","release_stage_assigned","fate","event_released","number_cwt_estimated","sar","tags_lost"
"1","2",2020,"3F21902^^240356^R","3F21902^^240356^H",4,118,30,"smolt","fishery",708495,264.42,0.000373213643003832,708230.58
"2","2",2021,"3F21902^^240356^R","3F21902^^240356^H",5,122,30,"smolt","fishery",893418,454.09,0.000508261530437041,892963.91
"3","2",2019,"3F21902^^240356^R","3F21902^^240356^H",5,124,30,"smolt","fishery",1264680,397.66,0.000314435272163709,1264282.34
"4","2",2020,"3F21902^^240356^R","3F21902^^240356^H",4,118,30,"smolt","hatchery",47233,925.55,0.019595409988779,46307.45
"5","2",2021,"3F21902^^240356^R","3F21902^^240356^H",5,122,30,"smolt","hatchery",141066,2025.9,0.0143613627663647,139040.1
"6","2",2019,"3F21902^^240356^R","3F21902^^240356^H",5,124,30,"smolt","hatchery",46840,1669.92,0.0356515798462852,45170.08
"7","2",2019,"3F21902^^240356^R","3F21902^^240356^H",5,124,30,"smolt","spawngr",46840,26.7,0.00057002561912895,46813.3
