"","species","run","brood_year","release_location_code","hatchery_location_code","first_release_date_month","jday","avg_weight","release_stage_assigned","recovery_location_code","fishery","fishery_name","fishery_short_name","event_released","number_cwt_estimated","fate","sar","tags_lost"
"130","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","3F42001^^270168^H","50","Hatchery","Hatchery",116320,36.16,"hatchery",0.000310866574965612,116283.84
"131","1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","3F42001^^270168^H","50","Hatchery","Hatchery",149158,116.59,"hatchery",0.00078165435310208,149041.41
"132","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","3F42001^^270168^H","50","Hatchery","Hatchery",67285,159,"hatchery",0.0023630824106413,67126
"133","1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H",2,33,60,"smolt","3F42001^^270168^H","50","Hatchery","Hatchery",63556,75,"hatchery",0.00118006167789036,63481
"134","1","1",2012,"3F42001^^270168^R01","3F42001^^270168^H",2,34,60,"smolt","3F42001^^270168^H","50","Hatchery","Hatchery",89233,4.01,"hatchery",4.49385317091211e-05,89228.99
"135","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,60,"smolt","3F42001^^270168^H","50","Hatchery","Hatchery",139553,352.75,"hatchery",0.00252771348519917,139200.25
"136","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",64495,21.13,"hatchery",0.000327622296302039,64473.87
"137","1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H",2,33,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",73845,18.14,"hatchery",0.000245649671609452,73826.86
"138","1","1",2012,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",44430,1.03,"hatchery",2.31825343236552e-05,44428.97
"139","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",94395,10.3,"hatchery",0.000109115948937973,94384.7
"140","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",69963,9.01,"hatchery",0.000128782356388377,69953.99
"141","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",71240,14,"hatchery",0.000196518809657496,71226
"142","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",8,215,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",145964,11.93,"hatchery",8.17324819818585e-05,145952.07
"143","1","1",2020,"3F42001^^270168^R","3F42001^^270168^H",10,274,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",75705,7.02,"hatchery",9.27283534773133e-05,75697.98
"144","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",10,274,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",101886,6.18,"hatchery",6.0656027324657e-05,101879.82
"145","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",10,274,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",66190,7,"hatchery",0.000105756156519112,66183
"146","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",147246,6,"hatchery",4.07481357727884e-05,147240
"147","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",10,285,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",72376,20.17,"hatchery",0.000278683541505471,72355.83
"148","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",10,295,40,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",74297,9,"hatchery",0.000121135442884639,74288
"149","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,50,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",64573,22.11,"hatchery",0.000342403171604231,64550.89
"150","1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H",2,33,50,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",73889,7.01,"hatchery",9.48720377864093e-05,73881.99
"151","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,50,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",139261,31,"hatchery",0.000222603600433718,139230
"152","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",50386,4.12,"hatchery",8.17687452863891e-05,50381.88
"153","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",116320,2.28,"hatchery",1.96011004126547e-05,116317.72
"154","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",67285,15.06,"hatchery",0.000223824032102252,67269.94
"155","1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H",2,33,60,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",63556,12.09,"hatchery",0.000190225942475927,63543.91
"156","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,60,"smolt","3F42001^^270168^R03","50","Hatchery","Hatchery",103865,12,"hatchery",0.000115534588167333,103853
"157","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","3F42001^^360126^H","50","Hatchery","Hatchery",47929,1.01,"hatchery",2.1072836904588e-05,47927.99
"158","1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","3F42001^^360126^H","50","Hatchery","Hatchery",37807,1.01,"hatchery",2.67146295659534e-05,37805.99
"159","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","5F33328^^H28^^^^21","50","Hatchery","Hatchery",99317,1.01,"hatchery",1.0169457394001e-05,99315.99
"160","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","1M2PW212","20","Ocean Gillnet (non-treaty)","Ocean Gillnet non-treaty",34886,13.09,"fishery",0.000375222152152726,34872.91
"161","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",10,274,40,"smolt","1M2PW212","20","Ocean Gillnet (non-treaty)","Ocean Gillnet non-treaty",32997,2.62,"fishery",7.94011576810013e-05,32994.38
"162","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","1M2PW212","20","Ocean Gillnet (non-treaty)","Ocean Gillnet non-treaty",99317,1.9,"fishery",1.91306624243584e-05,99315.1
"163","1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H",2,33,50,"smolt","1M2PW212","20","Ocean Gillnet (non-treaty)","Ocean Gillnet non-treaty",36983,1.93,"fishery",5.21861395776438e-05,36981.07
"164","1","1",2020,"3F42001^^270168^R","3F42001^^270168^H",10,274,40,"smolt","1M1SW104^4007^^MS","40","Ocean Sport","Ocean Sport",37378,4.76,"fishery",0.000127347637647814,37373.24
"165","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",8,215,40,"smolt","1M2LC241^^^18^^MB","40","Ocean Sport","Ocean Sport",73182,0,"fishery",0,73182
"166","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",10,285,40,"smolt","2MN39P001KLAS^PT^07","40","Ocean Sport","Ocean Sport",36311,7.46,"fishery",0.000205447385089918,36303.54
"167","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","2MSNGP014SANG^IS^03","40","Ocean Sport","Ocean Sport",25220,4.31,"fishery",0.000170896114195083,25215.69
"168","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","2MSSVP123","40","Ocean Sport","Ocean Sport",47929,7.92,"fishery",0.000165244424043898,47921.08
"169","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","1M1","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",47259,0,"fishery",0,47259
"170","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","1M1NE109^10","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",58044,3.17,"fishery",5.46137412997037e-05,58040.83
"171","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","1M1NE109^61","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",47929,3.27,"fishery",6.82259175029732e-05,47925.73
"172","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",10,285,40,"smolt","1M1NW","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",36311,3.01,"fishery",8.28949904987469e-05,36307.99
"173","1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H",10,290,40,"smolt","1M1NW","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",37733,4.63,"fishery",0.000122704264171945,37728.37
"174","1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","1M1NW","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",38061,3.91,"fishery",0.000102729828433304,38057.09
"175","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","1M1NW113^22","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",47929,2.4,"fishery",5.00740678920904e-05,47926.6
"176","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","1M1NW113^31","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",99317,3.95,"fishery",3.97716403032713e-05,99313.05
"177","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","1M1NW113^41","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",34886,7.16,"fishery",0.000205239924324944,34878.84
"178","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","1M1NW113^41","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",99317,4.79,"fishery",4.82294068487771e-05,99312.21
"179","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,60,"smolt","1M1NW113^61","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",34049,4.08,"fishery",0.000119827307703604,34044.92
"180","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,60,"smolt","1M1NW113^91","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",35688,4.96,"fishery",0.000138982290966151,35683.04
"181","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","1M1NW116^11","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",25220,2.63,"fishery",0.000104282315622522,25217.37
"182","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","1M1NW154","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",35655,4.08,"fishery",0.00011442995372318,35650.92
"183","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",8,215,40,"smolt","1M1NW154","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",73182,3.33,"fishery",4.5502992539149e-05,73178.67
"184","1","1",2020,"3F42001^^270168^R","3F42001^^270168^H",10,274,40,"smolt","1M1NW154","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",37378,3.51,"fishery",9.39055059125689e-05,37374.49
"185","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","1M1NW154","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",99317,3.95,"fishery",3.97716403032713e-05,99313.05
"186","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","1M1NW157","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",99317,3.95,"fishery",3.97716403032713e-05,99313.05
"187","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","1M1SW152","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",35655,1.94,"fishery",5.44103211330809e-05,35653.06
"188","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",8,215,40,"smolt","1M1SW152","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",73182,1.98,"fishery",2.70558334016561e-05,73180.02
"189","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,60,"smolt","1M1SW152","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",34049,3.12,"fishery",9.16326470674616e-05,34045.88
"190","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,50,"smolt","2MN06H001^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",64573,8.06,"fishery",0.000124819971195391,64564.94
"191","1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H",10,290,40,"smolt","2MN06P001^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",37733,2.13,"fishery",5.64492619192749e-05,37730.87
"192","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,50,"smolt","2MN06P001^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",35621,2.05,"fishery",5.75503214396002e-05,35618.95
"193","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","2MN06P001^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",33878,4.49,"fishery",0.000132534388098471,33873.51
"194","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,40,"smolt","2MN06P101^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",32236,4.35,"fishery",0.000134942300533565,32231.65
"195","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","2MN06P101^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",34886,4.68,"fishery",0.000134151235452617,34881.32
"196","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","2MN06P101^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",35655,4.13,"fishery",0.000115832281587435,35650.87
"197","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",8,215,40,"smolt","2MN06P101^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",145964,6,"fishery",4.11060261434326e-05,145958
"198","1","1",2020,"3F42001^^270168^R","3F42001^^270168^H",10,274,40,"smolt","2MN06P101^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",38327,4.68,"fishery",0.00012210713074334,38322.32
"199","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",10,285,40,"smolt","2MN06P101^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",36065,3.29,"fishery",9.12241785664772e-05,36061.71
"200","1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H",2,33,50,"smolt","2MN06P101^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",36906,4.68,"fishery",0.000126808649000163,36901.32
"201","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,50,"smolt","2MN06P101^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",68334,8.49,"fishery",0.000124242690315216,68325.51
"202","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","2MN06P101^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",25220,7.42,"fishery",0.00029421094369548,25212.58
"203","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","2MN06P101^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",58044,3,"fishery",5.16849286747984e-05,58041
"204","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,40,"smolt","2MN06P142^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",32259,4.36,"fishery",0.000135156080473666,32254.64
"205","1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H",2,33,40,"smolt","2MN06P142^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",36749,4.68,"fishery",0.000127350404092628,36744.32
"206","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","2MN06P142^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",35655,4.13,"fishery",0.000115832281587435,35650.87
"207","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",10,295,40,"smolt","2MN06P142^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",74297,8.6,"fishery",0.000115751645423099,74288.4
"208","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","2MN06P142^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",33878,3.29,"fishery",9.71131707893028e-05,33874.71
"209","1","1",2012,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","2MS01M403^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",44430,2.22,"fishery",4.9966239027684e-05,44427.78
"210","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",10,274,40,"smolt","2MS01M403^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",50777,2.22,"fishery",4.37205821533371e-05,50774.78
"211","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","2MS01P127^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",33878,6.68,"fishery",0.000197178109687703,33871.32
"212","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,60,"smolt","2MS01P127^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",33981,4.84,"fishery",0.000142432535828846,33976.16
"213","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","2MS02M111^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",35585,4.2,"fishery",0.000118027258676409,35580.8
"214","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",10,295,40,"smolt","2MS02M23B^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",37210,1.94,"fishery",5.21365224402042e-05,37208.06
"215","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","2MS02M401^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",99317,1.81,"fishery",1.82244731516256e-05,99315.19
"216","1","1",2020,"3F42001^^270168^R","3F42001^^270168^H",10,274,40,"smolt","2MS02P123^^^^^^^000","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",38327,2.4,"fishery",6.26190414068411e-05,38324.6
"217","1","1",2012,"3F42001^^270168^R01","3F42001^^270168^H",3,62,40,"smolt","3M32101","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",42172,1.43,"fishery",3.39087546239211e-05,42170.57
"218","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,40,"smolt","3M32202","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",32259,2.78,"fishery",8.61775008524753e-05,32256.22
"219","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","3M32202","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",47259,4.37,"fishery",9.24691593135699e-05,47254.63
"220","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","3M32202","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",35585,3.63,"fishery",0.000102009273570325,35581.37
"221","1","1",2012,"3F42001^^270168^R01","3F42001^^270168^H",3,62,40,"smolt","3M32202","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",42111,1.88,"fishery",4.46439172662725e-05,42109.12
"222","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",10,274,40,"smolt","3M32202","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",51109,2.06,"fishery",4.03060126396525e-05,51106.94
"223","1","1",2020,"3F42001^^270168^R","3F42001^^270168^H",10,274,40,"smolt","3M32303","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",75705,2.6,"fishery",3.43438346212271e-05,75702.4
"224","1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H",10,290,40,"smolt","3M32303","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",37909,3.04,"fishery",8.01920388298293e-05,37905.96
"225","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",8,215,40,"smolt","6MO^^^^^^PAPR","10","Ocean Troll (non-treaty)","Ocean Troll (non-treaty)",73182,4.62,"fishery",6.31302779371977e-05,73177.38
"226","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","2MS5SP024^^^^^^^000","39","Other Aboriginal","Other Aboriginal",35585,3.61,"fishery",0.000101447239005199,35581.39
"227","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","2MS5SP124^^^^^^^000","39","Other Aboriginal","Other Aboriginal",35077,1,"fishery",2.8508709410725e-05,35076
"228","1","1",2015,"3F42001^^270168^R01","3F42001^^270168^H",10,275,40,"smolt","7M3^^^^N^^^^W^^^630","812","Rockfish Fishery (Gulf of Alaska)","Rockfish (Gulf AK)",61322,1,"fishery",1.63073611428199e-05,61321
"229","1","1",2015,"3F42001^^270168^R01","3F42001^^270430^H",10,279,30,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",94075,22.33,"spawngr",0.000237363805474356,94052.67
"230","1","1",2012,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",44430,4.71,"spawngr",0.000106009453072248,44425.29
"231","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",47259,15.91,"spawngr",0.000336655451871601,47243.09
"232","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",69963,12.9,"spawngr",0.000184383173963381,69950.1
"233","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",35585,42.18,"spawngr",0.00118533089785022,35542.82
"234","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",8,215,40,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",145964,58.02,"spawngr",0.000397495272806993,145905.98
"235","1","1",2020,"3F42001^^270168^R","3F42001^^270168^H",10,274,40,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",38327,1.84,"spawngr",4.80079317452449e-05,38325.16
"236","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",10,274,40,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",66190,25.83,"spawngr",0.000390240217555522,66164.17
"237","1","1",2016,"3F42001^^270168^R01","3F42001^^270168^H",10,278,40,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",294492,151.27,"spawngr",0.000513664208195808,294340.73
"238","1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H",10,290,40,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",37733,8.68,"spawngr",0.000230037367821271,37724.32
"239","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",10,295,40,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",37210,10.94,"spawngr",0.000294006987368987,37199.06
"240","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,50,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",34339,10.94,"spawngr",0.000318588194181543,34328.06
"241","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",58276,8.35,"spawngr",0.000143283684535658,58267.65
"242","1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H",2,33,60,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",31832,7.43,"spawngr",0.000233412917818547,31824.57
"243","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,60,"smolt","3F42001^^270168^R","54","Spawning Ground","Spawning Ground",68030,41.01,"spawngr",0.000602822284286344,67988.99
"244","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","3M32202","41","Sport (charter)","Sport (charter)",35077,2.38,"fishery",6.78507283975254e-05,35074.62
"245","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",10,285,40,"smolt","3M32202","41","Sport (charter)","Sport (charter)",36065,1.79,"fishery",4.96326077914876e-05,36063.21
"246","1","1",2019,"3F42001^^270168^R01","3F42001^^270168^H",2,34,50,"smolt","3M32202","41","Sport (charter)","Sport (charter)",33995,1.73,"fishery",5.08898367406972e-05,33993.27
"247","1","1",2021,"3F42001^^270168^R01","3F42001^^270168^H",2,32,50,"smolt","3M32202","42","Sport (private)","Sport (private)",32308,3.21,"fishery",9.93561966076514e-05,32304.79
"248","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","3M32303","42","Sport (private)","Sport (private)",35655,2.81,"fishery",7.8810825971112e-05,35652.19
"249","1","1",2015,"3F42001^^270168^R01","3F42001^^270168^H",10,275,40,"smolt","3M42001^^A","42","Sport (private)","Sport (private)",61567,2.04,"fishery",3.3134633813569e-05,61564.96
"250","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,40,"smolt","5F33220^^R20^^^^15","61","Test Fishery Net","Test Fishery Net",35655,1,"fishery",2.80465572850933e-05,35654
"251","1","1",2020,"3F42001^^270168^R01","3F42001^^270168^H",2,33,50,"smolt","5F33220^^R20^^^^15","61","Test Fishery Net","Test Fishery Net",36983,1,"fishery",2.70394505583647e-05,36982
"252","1","1",2018,"3F42001^^270168^R01","3F42001^^270168^H",2,42,60,"smolt","5F33220^^R20^^^^15","61","Test Fishery Net","Test Fishery Net",34049,1,"fishery",2.93694381626479e-05,34048
"253","1","1",2013,"3F42001^^270168^R01","3F42001^^270168^H",2,34,40,"smolt","5F33283^^R83^^^^15","61","Test Fishery Net","Test Fishery Net",47259,1,"fishery",2.11599906896041e-05,47258
"254","1","1",2014,"3F42001^^270168^R01","3F42001^^270168^H",2,32,60,"smolt","5F33283^^R83^^^^15","61","Test Fishery Net","Test Fishery Net",58044,1,"fishery",1.72283095582661e-05,58043
"255","1","1",2017,"3F42001^^270168^R01","3F42001^^270168^H",2,32,40,"smolt","3M32404","15","Treaty Troll","Treaty Troll",37261,3.31,"fishery",8.88328278897507e-05,37257.69
